UMAP_1,UMAP_2,Dominant_Logic,Passage,Point_ID,Point_ID_Display,Display_Preview
0.4054809,0.056999363,ENTREPRENEUR,breakthrough innovation here is incremental,e362aded-3e1b-40e9-b590-3e00e3dbcee1,137,breakthrough innovation here is incremental
0.430645,0.061191306,ENTREPRENEUR,it is ok to take risk...its required,e37beb04-a705-4e7e-abae-8f1c6b859555,138,it is ok to take risk...its required
0.40716237,0.0834317,CERTAINTY,I would link up with Amazon to get all our equipment on line…that wolud be most helpful for us,e77e8318-b408-484a-95c4-41dec949b88a,139,I would link up with Amazon to get all our equipment on line...
0.4186864,0.07096125,ENTREPRENEUR,my role is to run this little start up,eba06591-598d-4f70-abbd-420ac0eef2b0,140,my role is to run this little start up
0.43425915,0.07347309,EXPERIMENT AND ITERATE,…but we need larger scale pilots,ec267a43-7cac-4cfd-986f-fc6b25e245cf,141,…but we need larger scale pilots
0.36876994,0.08671462,CERTAINTY,"digital is just a tool….lets go out and find pay points…we're trying to push digital out, rather than saying…if we could cut customer costs in half…but we're not doing that",edb465ab-b167-4843-a041-75c8c6605519,142,digital is just a tool….lets go out and find pay points…we'r...
0.4033504,0.05452779,ENTREPRENEUR,we largely focus on doing product development work and where there is a mechanism in place we do innovation stuff,efd2d6a6-8fd2-4ccb-9e7b-5189789c676c,143,we largely focus on doing product development work and where...
0.38886356,0.08589577,CERTAINTY,(beta vs vhs cartridge analogy),f03e32ee-5355-445c-b810-6b11fe749509,144,(beta vs vhs cartridge analogy)
0.39572266,0.10579513,FINANCIAL PERFORMANCE FIRST,people's happiness is equated with productivity and all of a sudden you get to the dollar,f3300092-46e9-472e-9c23-033f6a746ad4,145,people's happiness is equated with productivity and all of a...
0.3678758,0.080368906,FINANCIAL PERFORMANCE FIRST,we should be investing (much more) in digital..we are well below industry standards…we can't do it without investing money...we have to r,f4a29793-0ab8-4d22-ba36-f0f97685b50e,146,we should be investing (much more) in digital..we are well b...
0.40188983,0.05728418,CERTAINTY,"we are not brave enough, we are too risk averse to say 'that needs to change' (stop doing local digital work)...not rocking the boad",f559d5f1-2827-4d55-b213-31cbf443654b,147,"we are not brave enough, we are too risk averse to say 'that..."
0.3714054,0.088288814,ENTREPRENEUR,At xylem we stop at the data or information stage,f5b7940a-4703-4512-b085-0a3816a540cf,148,At xylem we stop at the data or information stage
0.41798022,0.13119794,ENTREPRENEUR,strategy is often equated with plan,f91f3aa2-1cfb-45f7-b51d-f49f74dd9a67,149,strategy is often equated with plan
0.4203028,0.107905835,CERTAINTY/RULES,(because we don't hold people accountable) we need a P&L structure to hold people accountable and set priorities,f968ede2-ee79-45b8-9ed0-7f94d806dd07,150,(because we don't hold people accountable) we need a P&L str...
0.39819974,0.098277934,CERTAINTY,"we need to look at the industrial systems…not in Xylem terms, but in customer problem terms…those things will lead to 'we might be able to solve it this way…'. We don't get into that…enough",fa30da0b-adaa-4cd4-8baa-f6c810cec246,151,we need to look at the industrial systems…not in Xylem terms...
0.43277794,0.072229974,ENTREPRENEUR,"you cannot have the normal procedures intruding on the (agile, entrepreuneial) approach because it removes a lot of the benefits",fb2e3a32-c096-4485-b8fe-be175f013ef3,152,you cannot have the normal procedures intruding on the (agil...
0.40866086,0.06304781,FINANCIAL PERFORMANCE FIRST,"integration with XYL - much harder, bc XYL spend on R&D is 3 and a bit",fe660cf7-266c-4a48-81ae-51e60d9c5876,153,"integration with XYL - much harder, bc XYL spend on R&D is 3..."
0.39673656,0.051643785,ENTREPRENEUR,it's not big picture stuff (we don't do big picture innovation),fee0dfd8-ab1b-4d21-a160-454b400244d1,154,it's not big picture stuff (we don't do big picture innovati...
